fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,total_acidity,acidity_to_sugar,free_to_total_so2_ratio,alcohol_to_acidity,sugar_to_alcohol,balance_score,body_score,wine_type_numeric,fixed acidity_log,volatile acidity_log,residual sugar_log,chlorides_log,free sulfur dioxide_log,sulphates_log,alcohol_log,total_acidity_log,free_to_total_so2_ratio_log,alcohol_to_acidity_log,sugar_to_alcohol_log,balance_score_log,body_score_log,quality_class
0.241864102333581,2.2331519033765286,-2.094714469629591,-0.7603431799829369,1.0696645200384391,-1.1441142636453723,-1.451897284265845,1.0574585830362988,1.8516999157698284,0.2540908308371379,-0.9157579074145309,5,red,0.5232104422778091,0.8904008395736172,0.2791351140585108,-0.9609408376276575,-0.6885983217037428,0.03411438353293698,-0.9253554694843745,0,0.3085187030949133,2.1299225438136444,-0.8169119862128637,1.0779006363021633,-1.1975453105509613,0.29907503082131887,-0.9300851825943193,0.5841081921093297,0.32950987420938044,-0.9846160821262314,-0.7179334058449033,0.16469000128030784,-0.9411870736502037,1
0.6170992698725383,2.2331519033765286,-2.094714469629591,-0.6086095130963872,2.1031476582934805,-0.315883675318718,-0.8652500357155453,0.7175168844289967,-0.1117127373867183,1.1688248615155301,-0.5801998570007166,5,red,0.8839116993932673,0.4899341757346035,0.727961777972757,-0.967896968232087,-0.559097208380934,-0.31457332400340277,-0.5890567381714822,0,0.6722031038534846,2.1299225438136444,-0.4983422608879449,2.088356520256449,-0.011172396573782368,1.1789097399076631,-0.5589405201948886,0.9231419091419198,0.7708819206300643,-0.9925166262432435,-0.5397198076417372,-0.22312113564818936,-0.568355964491229,1
0.6170992698725383,2.2331519033765286,-2.094714469629591,-0.6736382274763372,1.8212886205875598,-0.9074769526948996,-1.0963534972656634,0.7855052241504497,0.2683026148371275,0.9401413538459318,-0.5801998570007166,5,red,0.8839116993932673,0.689255019036454,-0.0704163607723408,-0.967896968232087,-0.6210670662900082,-0.1942981295509655,-0.5908349444771189,0,0.6722031038534846,2.1299225438136444,-0.6265394303020636,1.8147996585504131,-0.7561295292693642,0.9649879972612005,-0.5589405201948886,0.9231419091419198,-0.026831816099056053,-0.9925166262432435,-0.6239353442094355,-0.08512012531179632,-0.5702902052639902,1
2.3525619197402183,-0.36443826188004824,1.8492800647258796,-0.7603431799829369,1.022688013754119,-0.7891582972196634,-0.9896903611656089,1.1254469227577515,-0.3650563055359507,0.40654650261686925,-0.5801998570007166,6,red,2.2139975850065183,1.4939846245269144,-0.02027578036627607,-1.5715328253445902,-0.703693543502107,-0.27434424430877313,-0.5997259760053006,0,2.163904133256647,-0.33259448644208117,-0.8169119862128637,1.0314812909316207,-0.5754047094608755,0.4503170188719309,-0.5589405201948886,2.0601476429368595,0.024991553830408422,-1.7030687225151935,-0.7392735978478663,-0.17643851773935904,-0.57996718638732,1
0.241864102333581,2.2331519033765286,-2.094714469629591,-0.7603431799829369,1.0696645200384391,-1.1441142636453723,-1.451897284265845,1.0574585830362988,1.8516999157698284,0.2540908308371379,-0.9157579074145309,5,red,0.5232104422778091,0.8904008395736172,0.2791351140585108,-0.9609408376276575,-0.6885983217037428,0.03411438353293698,-0.9253554694843745,0,0.3085187030949133,2.1299225438136444,-0.8169119862128637,1.0779006363021633,-1.1975453105509613,0.29907503082131887,-0.9300851825943193,0.5841081921093297,0.32950987420938044,-0.9846160821262314,-0.7179334058449033,0.16469000128030784,-0.9411870736502037,1
0.241864102333581,2.2331519033765286,-2.094714469629591,-0.7820194181095868,1.022688013754119,-1.0257956081701358,-1.3452341481657906,1.0574585830362988,1.8516999157698284,0.2540908308371379,-0.9157579074145309,5,red,0.5232104422778091,0.9830078374364518,0.3025806398093607,-0.9609408376276575,-0.7100494263645762,0.10224527040085438,-0.9253554694843745,0,0.3085187030949133,2.1299225438136444,-0.8686133616703114,1.0314812909316207,-0.9610184314474899,0.29907503082131887,-0.9300851825943193,0.5841081921093297,0.35300602915168877,-0.9846160821262314,-0.7482957020390698,0.23631808655267397,-0.9411870736502037,1
0.7109080617572783,1.85217201247223,-1.9430223721543805,-0.8253718943628866,0.7408289760481992,-0.9074769526948996,-1.007467550515618,0.5815402049860534,0.5216461829863598,-0.5081875280615225,-0.9157579074145309,5,red,0.9244905908187563,1.3493721402550267,-0.26157732357046254,-1.1707934759036345,-0.7529516356862429,0.1459557263313889,-0.9134160842893871,0,0.7605408209690114,1.8060090960373087,-0.9777994542230104,0.7520551751914544,-0.7561295292693642,-0.487459901397359,-0.9300851825943193,0.9603820437495328,-0.22666030319281355,-1.2257537538495553,-0.8097741369424187,0.28161476832189886,-0.9277029538649122,1
0.14805531044884107,2.198517367839774,-2.094714469629591,-0.9120768468694863,0.5529229509109188,-0.9074769526948996,-1.6830007458159633,-0.03035485250705986,1.091669211322134,-0.4319596921716568,-0.4124208317938103,7,red,0.42852636228500174,1.6708895447714076,3.3704809695938533,-0.6190699126559543,-0.8527967773803038,0.944755108628956,-0.4052119801234522,0,0.21489117944189115,2.1009240916801244,-1.2239265876372634,0.5648984336073575,-0.7561295292693642,-0.40641975392859414,-0.3784920386813358,0.4926288994426185,3.064150260070325,-0.6038370312632368,-0.9569126560065178,1.031064047306782,-0.3704278054999465,2
0.6170992698725383,1.7136338703252125,-2.094714469629591,-0.7386669418562869,0.9287350011854788,-1.2624329191206085,-1.7363323138659905,0.7175168844289967,0.9016615352102084,0.33031866672700316,-0.8318683948110777,7,red,0.8162802136841181,0.9051014579804794,1.6198489944952634,-1.0701564651206783,-0.6712331417402111,-0.08289809761684093,-0.8348846874445507,0,0.6722031038534846,1.6854542848747873,-0.7669635413780367,0.9385129170462985,-1.477297231658836,0.3749368576662227,-0.8359776096990512,0.8606793698803813,1.5990272456359298,-1.1093867976704186,-0.6935346570749433,0.03863911939624195,-0.8394741426630802,2
0.33567289421832014,1.1594813017371433,0.3323590899737752,0.1500588213363603,0.8347819886168387,-0.7891582972196634,-0.24304840846522727,1.0574585830362988,0.8383256431729017,2.0835588921939223,0.00702673122345709,5,red,0.4736140194244339,-0.6507157532868557,-0.976111019466355,-0.40610394048851617,0.08718554163891802,-0.7436510410217602,-0.024984295076423628,0,0.4010381826976811,1.187473128047889,0.5022913679033373,0.845371094601708,-0.5754047094608755,1.9980162577305882,0.058653987710116255,0.5363235606017429,-1.0071960771099755,-0.3737699144464482,0.24076307777174352,-0.7576412184640411,0.02656977527705516,1
-0.41479744085959525,1.7136338703252125,-1.79133027467917,-0.7820194181095868,2.0561711520091603,-0.9074769526948996,-0.9008044144155635,0.4115693556824213,0.39497439891174363,0.10163515905740576,-1.0835369326214388,5,red,-0.17564824338339027,0.724616493306445,-0.4527382863685845,-0.6458580852556336,-0.7024784482489879,0.273643397430352,-1.0732006223244217,0,-0.3717192561528052,1.6854542848747873,-0.8686133616703114,2.0428676766999416,-0.7561295292693642,0.14588147943827529,-1.1210458685521296,-0.1176526893032114,-0.43015557193162557,-0.6331552361797624,-0.7375512729136066,0.4111098433500801,-1.1097291927473139,1
0.33567289421832014,1.1594813017371433,0.3323590899737752,0.1500588213363603,0.8347819886168387,-0.7891582972196634,-0.24304840846522727,1.0574585830362988,0.8383256431729017,2.0835588921939223,0.00702673122345709,5,red,0.4736140194244339,-0.6507157532868557,-0.976111019466355,-0.40610394048851617,0.08718554163891802,-0.7436510410217602,-0.024984295076423628,0,0.4010381826976811,1.187473128047889,0.5022913679033373,0.845371094601708,-0.5754047094608755,1.9980162577305882,0.058653987710116255,0.5363235606017429,-1.0071960771099755,-0.3737699144464482,0.24076307777174352,-0.7576412184640411,0.02656977527705516,1
