fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,total_acidity,acidity_to_sugar,free_to_total_so2_ratio,alcohol_to_acidity,sugar_to_alcohol,balance_score,body_score,wine_type_numeric,fixed acidity_log,volatile acidity_sqrt,citric acid_sqrt,residual sugar_log,chlorides_sqrt,free sulfur dioxide_log,total sulfur dioxide_log,sulphates_log,alcohol_log,total_acidity_log,acidity_to_sugar_log,free_to_total_so2_ratio_sqrt,alcohol_to_acidity_log,sugar_to_alcohol_log,balance_score_log,body_score_log,quality_class
-0.5381973517640882,0.997590680385135,-1.3925400607287044,-0.6931822067631108,-0.29154974003340045,-0.47681325090204063,-0.38580613218108384,0.5857047415449412,1.33271660462445,-0.6554962517708642,-0.9669496012003616,5,red,-0.4435092921897834,0.12792705044118813,-0.36934130782023955,-0.2588584232833987,-0.3986397796371251,0.09623036062771889,-0.96772212269035,0,-0.4948806567932635,1.0021533631089459,-2.0267426964635713,-0.6853362222488789,-0.24235263893381537,-0.24414262785368004,-0.11043368998901466,-0.6498960700644881,-0.9965243512259951,-0.3916913640785143,0.20751068553983962,-0.27426936145277797,-0.2201901319404857,-0.3868946903107975,0.17465828710895673,-0.9978711022923878,1
-0.29655541137006153,2.0321318262684303,-1.3925400607287044,0.45567223023985076,0.9432367703079151,0.9467585595398217,0.7009882398453549,0.03185338071915985,-0.7366501432142714,0.220141598339088,-0.5876149059276229,5,red,-0.08490789572188076,-0.513592992224879,-0.003136373390592874,-0.3496035573670531,0.6622514511676576,-0.5762048834652193,-0.5827844019640092,0,-0.22593062971895764,1.8403122908499945,-2.0267426964635713,0.5477541062812787,0.9563552997511687,1.0110420778788272,0.8775908049157691,0.26482522486503446,-0.5759639378234007,-0.006450057387865296,-0.4629360000082424,0.09894729467897097,-0.31794064118124754,0.6866967161071836,-0.5652882726465152,-0.5709447090415536,1
-0.29655541137006153,1.3424377290129001,-1.1869402585929767,-0.03669395704713306,0.6064768129421015,-0.07007844791865141,0.27285712359251535,0.14262365288430384,-0.33612754685839186,0.001232135811599745,-0.5876149059276229,5,red,-0.1591012880945498,-0.2065501633788689,-0.6545460097955119,-0.29354318538680835,0.15458570881935643,-0.3263395053872151,-0.584819790797029,0,-0.22593062971895764,1.292382461072101,-1.1583431442794851,0.05154031952466612,0.6440920758956502,0.22287607343831867,0.5619534052458383,0.04242120803515396,-0.5759639378234007,-0.08422579082790747,-0.1331596667925326,-0.5875112765132777,-0.2574352254624689,0.17936687563738957,-0.28117680684821666,-0.5731595951294028,1
1.757401081979168,-1.4163386600092196,1.4858571691714837,-0.6931822067631108,-0.3476763995943694,0.1332889535730432,0.4704561003245951,0.6964750137100852,-1.0036652074515262,-0.5095566100858728,-0.5876149059276229,6,red,1.6462712596404072,2.0853031485256155,-0.613635499266272,-1.3516228129541297,-0.5223019476450448,-0.832987787600246,-0.5949967349621261,0,1.662756022095974,-1.539101929892852,1.222510902637198,-0.6853362222488789,-0.3007248494172502,0.41408326225503994,0.7159837321183947,-0.492657141287703,-0.5759639378234007,1.5776329660758184,1.899903931798822,-0.5411798064324456,-1.4690828144827999,-0.5154519215023946,-0.8697277452809195,-0.5842406410696386,1
-0.5381973517640882,0.997590680385135,-1.3925400607287044,-0.6931822067631108,-0.29154974003340045,-0.47681325090204063,-0.38580613218108384,0.5857047415449412,1.33271660462445,-0.6554962517708642,-0.9669496012003616,5,red,-0.4435092921897834,0.12792705044118813,-0.36934130782023955,-0.2588584232833987,-0.3986397796371251,0.09623036062771889,-0.96772212269035,0,-0.4948806567932635,1.0021533631089459,-2.0267426964635713,-0.6853362222488789,-0.24235263893381537,-0.24414262785368004,-0.11043368998901466,-0.6498960700644881,-0.9965243512259951,-0.3916913640785143,0.20751068553983962,-0.27426936145277797,-0.2201901319404857,-0.3868946903107975,0.17465828710895673,-0.9978711022923878,1
-0.5381973517640882,0.7676926479666254,-1.3925400607287044,-0.857304269192105,-0.3476763995943694,-0.273445849410346,-0.18820715544900407,0.5857047415449412,1.33271660462445,-0.6554962517708642,-0.9669496012003616,5,red,-0.46824042298067275,0.2714624490116234,-0.35021172415116636,-0.2387397120169834,-0.5743702289115369,0.23404445833063164,-0.96772212269035,0,-0.4948806567932635,0.8017006673198596,-2.0267426964635713,-0.885457140780175,-0.3007248494172502,0.006103241423667504,0.12494524987924946,-0.6498960700644881,-0.9965243512259951,-0.4191581065097953,0.34825146606707236,-0.2540231920478084,-0.19865226604004843,-0.5698027321315675,0.3171576704970296,-0.9978711022923878,1
-0.23614492627155445,0.4228455993388601,-1.0841403575251127,-1.185548394050094,-0.6844363569601821,-0.07007844791865141,0.43752293753591515,-0.1896871636111896,-0.06911248262113692,-1.3851944601958246,-0.9669496012003616,5,red,-0.19619798428088486,0.9275379052571983,-0.8105173311882388,-0.450727395992586,-0.9258311274603603,0.3135865161887651,-0.9540559405257902,0,-0.16060357318216886,0.4892628681699201,-0.9631747986073592,-1.3080846035731701,-0.6594456384817676,0.22287607343831867,0.6913942296294752,-1.4676181311246728,-0.9965243512259951,-0.1234805298251014,0.954400753046003,-0.7689726962301116,-0.4280552129065973,-0.9401601013656408,0.3981097114962795,-0.9824305274994671,1
-0.5986078368625953,0.7102181398619979,-1.3925400607287044,-1.842036643766072,-0.9089429952040579,-0.07007844791865141,-0.8139372484339233,-1.1866196130975468,0.5316714119126882,-1.312224639353329,-0.3979475582912544,7,red,-0.53625103265562,1.5059345643561932,2.1529377752735743,0.11325403671497018,-1.743776491355805,1.725770690763391,-0.37235011975837395,0,-0.5641196039926976,0.7506452413989446,-2.0267426964635713,-2.260770824752604,-0.9073294777927452,0.22287607343831867,-0.8011491201056805,-1.3833646368394943,-0.3714897915630487,-0.49532156878929173,1.4444317215934017,1.8895174523806741,0.17056578846941114,-1.8265495307525095,1.6991008920869228,-0.34429850660543954,2
-0.29655541137006153,0.307896583129605,-1.2897401596608404,-0.5290601443341162,-0.4599297187163072,-0.6801806523937353,-0.9127367367999631,0.03185338071915985,0.3314101137347455,-0.5825264309283689,-0.8721159273821774,7,red,-0.27039137665355495,0.1283131206774961,0.7245688319928112,-0.3478544913251124,-0.25638179689117263,-0.09100036210977862,-0.8641665234920359,0,-0.22593062971895764,0.38167111684202076,-1.4126914843348428,-0.49200038599473167,-0.4186486003327495,-0.5401206703704581,-1.0192409974375773,-0.5710262235232559,-0.8898869028917538,-0.2027393146996451,0.20789347646622136,0.7674665531935472,-0.31604712355125036,-0.2399121521044906,-0.023678907446329788,-0.8814003097363199,2
-0.47778686666558173,-0.1518994817074147,0.45785815849284484,2.178953885744293,-0.5721830378382451,0.1332889535730432,1.8536489374491534,0.5857047415449412,0.2646563476754333,1.0957794484490402,0.07622081079966851,5,red,-0.5053371191670079,-1.6735264876889424,-1.3935169305688202,0.3309515615296389,2.063114601067898,-0.6645633600315928,0.06287001285306644,0,-0.4264611246600073,-0.06847238170846646,0.5784559600886873,2.0073065594409765,-0.5381991163193411,0.41408326225503994,1.4952868699543238,1.1164103770878355,0.12385968318874695,-0.46058643466919624,-1.8919735632889707,-1.5340478193048632,0.3920150643142843,2.0298293134805974,-0.6685661440301771,0.11030075060987585,1
