fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,total_acidity,acidity_to_sugar,free_to_total_so2_ratio,alcohol_to_acidity,sugar_to_alcohol,balance_score,body_score,wine_type_numeric,volatile acidity_log,citric acid_sqrt,residual sugar_log,chlorides_sqrt,free sulfur dioxide_sqrt,sulphates_log,alcohol_sqrt,acidity_to_sugar_log,alcohol_to_acidity_log,sugar_to_alcohol_log,balance_score_log,body_score_sqrt,quality_class
0.196180611287461,-0.04732181118242358,0.28797286335126143,2.8746582392747886,0.1319339687067486,0.6183902233477186,0.7571678613806624,2.3999659426755238,-1.2712264819430403,-0.35093064326318535,-1.3931524599299125,6,white,0.19060056538800377,-1.157254141182689,0.11573144918754055,-1.138342310798504,3.1392040787390916,-1.1342064158674325,-1.418217184406588,1,-0.01414450771407441,0.356705669722822,1.8352659998693808,0.19583794791245845,0.6786823241214581,-0.32527762300762697,-1.4410587975451925,-1.4358081218713878,-1.1863743574527714,2.4963396828595528,-1.3322886136208163,-1.4698276663175385,1
-0.6788923658285154,0.2967388981270933,0.09472843470425815,-0.9586892674191103,0.4861200902335513,-1.3183306853013719,-0.14856829188755083,-0.005749499225702554,0.7670415813316147,0.02071439256450702,-0.8242756777407458,6,white,-0.6451194006897059,0.9064048639843493,-1.6199660592316911,-0.2773079163596191,-0.8808876694246787,0.7016496438460752,-0.8081141411981208,1,0.332514782559221,0.17263739759540322,-1.1023867316464628,0.5359038257641543,-1.436256063679255,0.05698978397907646,-0.8248699143374635,1.0047327079185349,-0.2414465020181824,-0.947686527198609,0.8254618231575624,-0.8075871981077627,1
1.571295289612566,0.06736509192074892,0.6744617206452691,0.10501449098286164,0.574666620615252,-0.3187327969663574,-0.9827989593714314,0.37229149878734946,0.4952725062283269,-0.44384190222010855,-0.3366670072928885,6,white,1.5751515539645071,-0.47755622040988793,0.5880300909342705,-1.0796533992771267,0.0816232980193936,-0.8211843566914369,-0.3412073152738945,1,0.102310194944313,0.7100981964800946,0.436289378135371,0.6187278954510417,-0.1989183952973534,-0.42249226943282553,-0.3145576631160568,-0.3488530785768595,-1.1193139307637534,0.23646087278184277,-0.8630099767443842,-0.3186868156889984,1
0.44620146189202586,-0.5060694235951133,-0.09851599394274567,0.4261326067268531,1.2830388636688568,0.7433399593895954,1.1385304522304363,0.5441283160660303,0.019676624797574878,-0.8154869380478009,-0.49920323077550716,6,white,0.39017548266029395,-0.7385334670688624,-0.014213818822455182,-0.6275461060832049,0.40611418011754996,-0.8067959635932399,-0.5042375809015905,1,-0.4893178097866282,-0.016929073630278787,0.691633077986343,1.2535400283240896,0.7838042472213862,-0.8182215464909325,-0.4829344881754915,-0.7125998821768902,-0.6160325896028822,0.5591361636429274,-0.8428151207423549,-0.48773697080338213,1
0.44620146189202586,-0.5060694235951133,-0.09851599394274567,0.4261326067268531,1.2830388636688568,0.7433399593895954,1.1385304522304363,0.5441283160660303,0.019676624797574878,-0.8154869380478009,-0.49920323077550716,6,white,0.39017548266029395,-0.7385334670688624,-0.014213818822455182,-0.6275461060832049,0.40611418011754996,-0.8067959635932399,-0.5042375809015905,1,-0.4893178097866282,-0.016929073630278787,0.691633077986343,1.2535400283240896,0.7838042472213862,-0.8182215464909325,-0.4829344881754915,-0.7125998821768902,-0.6160325896028822,0.5591361636429274,-0.8428151207423549,-0.48773697080338213,1
1.571295289612566,0.06736509192074892,0.6744617206452691,0.10501449098286164,0.574666620615252,-0.3187327969663574,-0.9827989593714314,0.37229149878734946,0.4952725062283269,-0.44384190222010855,-0.3366670072928885,6,white,1.5751515539645071,-0.47755622040988793,0.5880300909342705,-1.0796533992771267,0.0816232980193936,-0.8211843566914369,-0.3412073152738945,1,0.102310194944313,0.7100981964800946,0.436289378135371,0.6187278954510417,-0.1989183952973534,-0.42249226943282553,-0.3145576631160568,-0.3488530785768595,-1.1193139307637534,0.23646087278184277,-0.8630099767443842,-0.3186868156889984,1
-0.8039027911307972,0.5261127043334384,-1.644471423118775,0.12508437321686106,0.1319339687067486,-0.3187327969663574,-0.05322764417510733,0.3035567718758924,-0.04826564397824555,-0.1651081253493394,-0.7430075659994365,6,white,-0.7449068593258492,-0.7077254731086776,-0.3699260045064048,-0.1541327833028894,0.16111943770417292,-0.6151107028401881,-0.7362485973329795,1,0.5592046587186246,-1.8209972031839725,0.453704817718038,0.19583794791245845,-0.1989183952973534,-0.13284365012152652,-0.7387216178808301,-0.6668056156762124,-0.11269440221390925,0.318333768671779,-0.5838547834652562,-0.7313710325560439,1
0.196180611287461,-0.04732181118242358,0.28797286335126143,2.8746582392747886,0.1319339687067486,0.6183902233477186,0.7571678613806624,2.3999659426755238,-1.2712264819430403,-0.35093064326318535,-1.3931524599299125,6,white,0.19060056538800377,-1.157254141182689,0.11573144918754055,-1.138342310798504,3.1392040787390916,-1.1342064158674325,-1.418217184406588,1,-0.01414450771407441,0.356705669722822,1.8352659998693808,0.19583794791245845,0.6786823241214581,-0.32527762300762697,-1.4410587975451925,-1.4358081218713878,-1.1863743574527714,2.4963396828595528,-1.3322886136208163,-1.4698276663175385,1
-0.6788923658285154,0.2967388981270933,0.09472843470425815,-0.9586892674191103,0.4861200902335513,-1.3183306853013719,-0.14856829188755083,-0.005749499225702554,0.7670415813316147,0.02071439256450702,-0.8242756777407458,6,white,-0.6451194006897059,0.9064048639843493,-1.6199660592316911,-0.2773079163596191,-0.8808876694246787,0.7016496438460752,-0.8081141411981208,1,0.332514782559221,0.17263739759540322,-1.1023867316464628,0.5359038257641543,-1.436256063679255,0.05698978397907646,-0.8248699143374635,1.0047327079185349,-0.2414465020181824,-0.947686527198609,0.8254618231575624,-0.8075871981077627,1
1.571295289612566,-0.6207563266982858,0.9643283636157742,-0.97875914965311,0.0433874383250479,-0.44368253300823424,-0.22007377767188344,-0.07448422613715962,0.2235034311250422,-0.35093064326318535,0.3947459983788982,6,white,1.5003109599874005,1.645857387078428,-0.40942830977007283,-0.6003122352337068,-0.9370517419215867,0.5968938062637817,0.38543610659631095,1,-0.6105258173722669,0.9636734076435177,-1.1566881695024733,0.10848441481616516,-0.3313257573855842,-0.32527762300762697,0.4232820151322275,1.5090273071837577,-0.5864418446301728,-1.0310462383102446,0.7311369424774871,0.41467270520764227,1
